scenario,P_laser,P_EUV,eta,CE,pulse_freq,F1,F3,F7,type,droplet_diameter,pulse_width,plasma_temp,F2,F4,F5,F6
sweep,50.0,196.0471638349971,0.0653490546116657,0.06,45.0,0.65,0.9,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,242.70816301020457,0.13483786833900255,0.06,63.0,0.6,0.95,0.9,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,75.06763196416983,0.03574649141150944,0.06,36.0,0.7,0.85,0.8,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,44.510690011695985,0.016485440745072587,0.06,72.0,0.7,0.98,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,85.84204502255658,0.03179335000835429,0.06,54.0,0.6,0.98,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,166.0350054207506,0.07906428829559552,0.06,50.0,0.65,0.98,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,10.580323127603014,0.008816935939669179,0.06,45.0,0.65,0.85,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,49.66528150486592,0.023650134049936156,0.06,36.0,0.65,0.95,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,50.41212784328496,0.02800673769071387,0.06,45.0,0.65,0.85,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,193.03105362215098,0.08042960567589624,0.06,36.0,0.7,0.85,0.9,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,46.67789615118978,0.031118597434126517,0.06,50.0,0.65,0.9,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,298.7385353676146,0.09957951178920486,0.06,54.0,0.65,0.85,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,240.68559498511956,0.08914281295745169,0.06,63.0,0.6,0.95,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,124.16320376216481,0.04138773458738827,0.06,27.0,0.65,0.95,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,11.260144794625473,0.009383453995521228,0.06,45.0,0.6,0.98,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,193.03105362215098,0.10723947423452833,0.06,54.0,0.7,0.85,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,236.50134049936156,0.07883378016645386,0.06,72.0,0.65,0.95,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,219.57282349519673,0.08132326796118397,0.06,36.0,0.65,0.98,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,74.18448335282666,0.06182040279402221,0.06,27.0,0.7,0.98,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,100.67894169312189,0.08389911807760157,0.06,63.0,0.6,0.95,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,193.03105362215098,0.064343684540717,0.06,54.0,0.6,0.85,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,155.08764242597582,0.07385125829808373,0.06,50.0,0.7,0.85,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,20.50954944735354,0.007596129424945755,0.06,36.0,0.7,0.85,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,59.74770707352292,0.024894877947301216,0.06,27.0,0.65,0.85,0.8,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,19.647803672254657,0.01091544648458592,0.06,54.0,0.6,0.95,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,107.3025562781957,0.05109645537056938,0.06,36.0,0.6,0.9,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,61.315746444683256,0.03406430358037959,0.06,63.0,0.6,0.9,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,94.60053619974462,0.07883378016645386,0.06,72.0,0.65,0.95,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,332.12695990870094,0.1581556951946195,0.06,72.0,0.65,0.9,0.9,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,18.54612083820666,0.012364080558804441,0.06,54.0,0.7,0.98,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,93.61600573250749,0.034672594715743514,0.06,54.0,0.6,0.95,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,42.0101065360708,0.02800673769071387,0.06,45.0,0.65,0.9,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,9.891264447043552,0.008242720372536294,0.06,36.0,0.7,0.98,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,28.893828929786263,0.01070141812214306,0.06,50.0,0.6,0.95,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,279.20563113203985,0.10340949301186661,0.06,54.0,0.6,0.9,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,46.743794357520876,0.02225894969405756,0.06,36.0,0.65,0.95,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,5.515172960632885,0.004595977467194071,0.06,27.0,0.6,0.85,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,42.037873899935086,0.01751578079163962,0.06,72.0,0.7,0.98,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,231.77131368937432,0.09657138070390597,0.06,63.0,0.65,0.95,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,115.57531571914505,0.07705021047943003,0.06,36.0,0.6,0.95,0.9,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,23.723354279192925,0.009884730949663719,0.06,45.0,0.65,0.9,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,15.02479104348885,0.012520659202907375,0.06,54.0,0.65,0.95,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,128.68736908143399,0.05361973711726416,0.06,45.0,0.6,0.85,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,35.58503141878939,0.029654192848991158,0.06,27.0,0.65,0.9,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,66.42539198174018,0.03690299554541121,0.06,63.0,0.65,0.9,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,56.93605027006301,0.031631139038923894,0.06,54.0,0.65,0.9,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,15.572253065316383,0.0064884387772151594,0.06,36.0,0.6,0.9,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,262.1847439925048,0.08739491466416828,0.06,50.0,0.7,0.95,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,113.26380940476209,0.04194955903880077,0.06,63.0,0.7,0.95,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,222.5534500584799,0.0927306041910333,0.06,72.0,0.7,0.98,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,29.963970742000555,0.012484987809166898,0.06,50.0,0.7,0.95,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,248.32640752432965,0.11825067024968079,0.06,54.0,0.65,0.95,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,212.81673661842146,0.07882101356237832,0.06,54.0,0.6,0.98,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,165.52412848099445,0.09195784915610802,0.06,54.0,0.7,0.98,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,73.19094116506557,0.0348528291262217,0.06,63.0,0.65,0.85,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,17.528922884070322,0.008347106135271582,0.06,36.0,0.65,0.95,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,100.5370070948703,0.033512335698290104,0.06,50.0,0.7,0.85,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,42.32129251041206,0.014107097503470686,0.06,72.0,0.65,0.85,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,160.9523011731766,0.0766439529396079,0.06,50.0,0.65,0.95,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,139.11843558785972,0.11593202965654976,0.06,50.0,0.65,0.95,0.9,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,367.38982231876065,0.15307909263281694,0.06,72.0,0.65,0.98,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,22.405390152571094,0.014936926768380729,0.06,27.0,0.65,0.85,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,25.636936809191923,0.01709129120612795,0.06,27.0,0.7,0.85,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,132.47229170147617,0.0735957176119312,0.06,50.0,0.7,0.9,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,98.02358191749855,0.0653490546116657,0.06,45.0,0.65,0.85,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,19.705253390594578,0.013136835593729718,0.06,54.0,0.7,0.98,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,155.72253065316383,0.1297687755443032,0.06,72.0,0.6,0.9,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,243.41783600146243,0.08113927866715415,0.06,45.0,0.7,0.98,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,73.2483908834055,0.048832260588937006,0.06,27.0,0.6,0.85,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,45.57677654967453,0.037980647124728775,0.06,36.0,0.7,0.85,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,128.68736908143399,0.07149298282301889,0.06,36.0,0.7,0.85,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,198.66112601946372,0.1103672922330354,0.06,72.0,0.65,0.95,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,206.65677505430287,0.07653954631640847,0.06,36.0,0.65,0.98,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,58.87657408954497,0.049063811741287475,0.06,50.0,0.6,0.98,0.8,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,25.964569173489327,0.014424760651938515,0.06,63.0,0.7,0.98,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,39.74168751044285,0.033118072925369044,0.06,50.0,0.6,0.98,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,95.38005002506284,0.03974168751044285,0.06,63.0,0.7,0.9,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,49.26313347648644,0.032842088984324294,0.06,45.0,0.7,0.98,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,79.81920241853453,0.029562667562420198,0.06,27.0,0.65,0.95,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,196.89798289896078,0.09376094423760037,0.06,63.0,0.65,0.98,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,31.528405424951323,0.013136835593729718,0.06,54.0,0.7,0.98,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,38.94685376023399,0.014424760651938515,0.06,63.0,0.7,0.98,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,108.91509101944281,0.05186432905687753,0.06,50.0,0.65,0.85,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,170.9129120612795,0.08138710098156167,0.06,45.0,0.6,0.85,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,82.42720372536294,0.034344668218901225,0.06,50.0,0.7,0.98,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,164.582804207158,0.06857616841964917,0.06,50.0,0.65,0.85,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,30.65787322234163,0.01459898724873411,0.06,27.0,0.6,0.9,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,73.53563947510513,0.030639849781293804,0.06,36.0,0.6,0.85,0.8,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,124.16320376216481,0.06897955764564712,0.06,45.0,0.65,0.95,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,87.64461442035162,0.041735530676357914,0.06,36.0,0.65,0.95,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,322.9012110223482,0.11959304111938822,0.06,50.0,0.65,0.98,0.9,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,26.197071563006208,0.02183089296917184,0.06,36.0,0.6,0.95,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,114.94731144513503,0.07663154096342335,0.06,63.0,0.7,0.98,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,204.38582148227746,0.1703215179018979,0.06,72.0,0.7,0.9,0.9,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,45.74433822816599,0.030496225485443992,0.06,45.0,0.65,0.98,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,21.974517265021653,0.014649678176681101,0.06,27.0,0.6,0.85,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,13.553877993530664,0.01129489832794222,0.06,50.0,0.65,0.98,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,226.52761880952417,0.08389911807760154,0.06,54.0,0.7,0.95,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,131.39088523860698,0.0486632908291137,0.06,27.0,0.6,0.9,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,17.172334109450617,0.011448222739633744,0.06,50.0,0.7,0.98,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,148.57135492908614,0.07074826425194577,0.06,50.0,0.6,0.95,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,158.9667500417714,0.07569845240084352,0.06,36.0,0.7,0.9,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,84.94785705357158,0.047193253918650875,0.06,63.0,0.7,0.95,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,94.8934171167717,0.052718565064873164,0.06,54.0,0.65,0.9,0.8,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,98.02358191749855,0.0653490546116657,0.06,63.0,0.65,0.85,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,77.05021047943002,0.025683403493143343,0.06,27.0,0.6,0.95,0.8,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,68.68933643780245,0.057241113698168714,0.06,50.0,0.7,0.98,0.8,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,19.97598049466704,0.009512371664127163,0.06,50.0,0.6,0.95,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,160.9523011731766,0.0766439529396079,0.06,50.0,0.65,0.95,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,238.45012506265712,0.0794833750208857,0.06,54.0,0.7,0.9,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,142.34012567515754,0.07907784759730975,0.06,72.0,0.65,0.9,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,283.8016085992339,0.11825067024968079,0.06,54.0,0.65,0.95,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,266.8877356409204,0.0988473094966372,0.06,45.0,0.65,0.9,0.9,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,51.474947632573596,0.021447894846905666,0.06,36.0,0.7,0.85,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,71.6972484882275,0.029873853536761457,0.06,54.0,0.65,0.85,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,169.5645333778895,0.07065188890745396,0.06,36.0,0.6,0.98,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,75.50920626984139,0.04194955903880077,0.06,27.0,0.7,0.95,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,313.6754621359953,0.1493692676838073,0.06,72.0,0.65,0.9,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,62.556359970141514,0.029788742842924532,0.06,50.0,0.7,0.85,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,61.31574644468326,0.02919797449746822,0.06,54.0,0.6,0.9,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,5.515172960632885,0.004595977467194071,0.06,27.0,0.6,0.85,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,143.62429584981473,0.09574953056654315,0.06,50.0,0.6,0.9,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,176.87066062986437,0.11791377375324291,0.06,50.0,0.7,0.95,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,25.33532578790732,0.014075180993281844,0.06,63.0,0.7,0.85,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,205.46722794514673,0.08561134497714447,0.06,45.0,0.6,0.95,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,62.04569580711997,0.025852373252966653,0.06,27.0,0.6,0.85,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,101.34130315162928,0.056300723973127374,0.06,27.0,0.6,0.98,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,340.78497040204735,0.11359499013401579,0.06,63.0,0.7,0.98,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,152.81625078420282,0.0848979171023349,0.06,72.0,0.7,0.95,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,80.13221889860722,0.03338842454108634,0.06,54.0,0.65,0.95,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,17.737600537452117,0.005912533512484039,0.06,27.0,0.65,0.95,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,76.85048822331885,0.04269471567962158,0.06,27.0,0.65,0.98,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,7.0950402149808465,0.005912533512484039,0.06,27.0,0.65,0.95,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,71.53503751879713,0.02384501250626571,0.06,36.0,0.6,0.98,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,208.64385942982494,0.13909590628654997,0.06,63.0,0.6,0.98,0.9,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,77.90632392920145,0.03709824949009593,0.06,36.0,0.65,0.95,0.8,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,23.84501250626571,0.01589667500417714,0.06,72.0,0.6,0.98,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,77.55711975889994,0.02872485916996294,0.06,50.0,0.6,0.9,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,204.47098224122848,0.09736713440058499,0.06,63.0,0.6,0.98,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,162.86995149368988,0.06032220425692218,0.06,27.0,0.7,0.9,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,43.66178593834368,0.014553928646114558,0.06,72.0,0.6,0.95,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,292.7637646602623,0.12198490194177597,0.06,54.0,0.65,0.98,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,331.0482569619889,0.12261046554147736,0.06,72.0,0.7,0.98,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,25.83209688178786,0.009567443289551059,0.06,45.0,0.65,0.98,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,49.63655664569596,0.02068189860237332,0.06,36.0,0.6,0.85,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,70.7898808779763,0.03370946708475062,0.06,45.0,0.7,0.95,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,309.15207908413277,0.10305069302804426,0.06,50.0,0.65,0.95,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,76.64468305585406,0.03193528460660586,0.06,27.0,0.7,0.9,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,225.20289589250947,0.07506763196416982,0.06,54.0,0.7,0.85,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,63.58670001670857,0.02119556667223619,0.06,36.0,0.6,0.98,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,82.76206424049722,0.04597892457805401,0.06,27.0,0.7,0.98,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,13.225403909503768,0.008816935939669179,0.06,45.0,0.65,0.85,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,124.47438973650607,0.04149146324550202,0.06,45.0,0.65,0.85,0.8,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,87.13207281555425,0.07261006067962854,0.06,50.0,0.65,0.9,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,126.67662893953658,0.08445108595969106,0.06,63.0,0.6,0.9,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,95.38005002506284,0.0794833750208857,0.06,36.0,0.6,0.98,0.9,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,131.39088523860696,0.07299493624367054,0.06,72.0,0.6,0.9,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,189.75429190942924,0.07906428829559552,0.06,50.0,0.65,0.98,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,126.96387753123618,0.07053548751735343,0.06,36.0,0.65,0.85,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,94.89341711677169,0.031631139038923894,0.06,54.0,0.65,0.9,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,26.634640659556048,0.011097766941481686,0.06,50.0,0.7,0.95,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,266.06400806178175,0.09854222520806732,0.06,45.0,0.65,0.95,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,70.78988087797632,0.047193253918650875,0.06,63.0,0.7,0.95,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,91.84745557969016,0.07653954631640847,0.06,72.0,0.65,0.98,0.8,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,82.33980881069876,0.03920943276699941,0.06,63.0,0.65,0.85,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,194.76580982300365,0.09274562372523984,0.06,45.0,0.65,0.95,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,55.63836251461999,0.018546120838206663,0.06,27.0,0.7,0.98,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,99.87990247333518,0.05548883470740843,0.06,50.0,0.7,0.95,0.8,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,239.2780768857913,0.11394194137418634,0.06,63.0,0.6,0.85,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,124.19277347013389,0.059139415938158996,0.06,50.0,0.7,0.9,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,142.4274267177329,0.052750898784345523,0.06,50.0,0.7,0.85,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,86.86397412996794,0.03619332255415331,0.06,27.0,0.6,0.9,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,93.06854371067995,0.051704746505933305,0.06,54.0,0.6,0.9,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,32.573990298737975,0.012064440851384436,0.06,54.0,0.7,0.85,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,72.38664510830662,0.03016110212846109,0.06,45.0,0.7,0.9,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,190.76010005012571,0.10597783336118095,0.06,54.0,0.6,0.98,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,179.24312122056875,0.07468463384190364,0.06,36.0,0.65,0.9,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,128.68736908143399,0.04289578969381133,0.06,72.0,0.7,0.85,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,25.832096881787848,0.01230099851513707,0.06,63.0,0.65,0.9,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,28.724859169962947,0.009574953056654316,0.06,50.0,0.6,0.9,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
