scenario,P_laser,P_EUV,eta,CE,pulse_freq,F1,F3,F7,type,droplet_diameter,pulse_width,plasma_temp,F2,F4,F5,F6
sweep,40.0,239.0904078058809,0.09962100325245037,0.06,63.0,0.65,0.98,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,149.36926768380727,0.08298292649100404,0.06,45.0,0.65,0.85,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,142.34012567515757,0.11861677139596463,0.06,54.0,0.65,0.9,0.9,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,137.23301468449796,0.0653490546116657,0.06,63.0,0.65,0.9,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,53.935147335600995,0.017978382445200333,0.06,72.0,0.7,0.95,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,253.35325787907314,0.08445108595969104,0.06,54.0,0.7,0.9,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,117.29317494401535,0.0558538928304835,0.06,50.0,0.7,0.9,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,74.0622618932211,0.06171855157768426,0.06,63.0,0.65,0.85,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,80.42960567589624,0.026809868558632082,0.06,45.0,0.7,0.85,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,155.78741504093597,0.05769904260775406,0.06,36.0,0.7,0.98,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,83.74732691002694,0.03987967948096521,0.06,27.0,0.7,0.85,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,394.40076489158236,0.14607435736725272,0.06,63.0,0.65,0.95,0.9,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,119.63903844289565,0.05697097068709317,0.06,54.0,0.7,0.85,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,120.64440851384434,0.08042960567589623,0.06,36.0,0.7,0.9,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,115.06164764928216,0.0479423531872009,0.06,36.0,0.6,0.95,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,7.640812539210141,0.0063673437826751176,0.06,27.0,0.7,0.95,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,25.852373252966647,0.008617457750988882,0.06,45.0,0.6,0.9,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,147.81474589343287,0.05474620218275291,0.06,54.0,0.6,0.9,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,75.11178939473699,0.041728771885964994,0.06,27.0,0.6,0.98,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,93.48758871504175,0.07790632392920147,0.06,54.0,0.65,0.95,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,144.77329021661325,0.06032220425692218,0.06,54.0,0.7,0.9,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,24.33164541455685,0.009011720523909944,0.06,50.0,0.6,0.9,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,97.3265816582274,0.0648843877721516,0.06,72.0,0.6,0.9,0.8,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,36.767819737552564,0.012255939912517522,0.06,72.0,0.6,0.85,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,134.43234091542655,0.044810780305142184,0.06,72.0,0.65,0.85,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,159.18359456687793,0.05306119818895931,0.06,45.0,0.7,0.95,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,315.28405424951325,0.15013526392833965,0.06,72.0,0.6,0.98,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,170.32151790189795,0.05677383930063265,0.06,45.0,0.6,0.9,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,143.82705956160265,0.11985588296800222,0.06,54.0,0.7,0.95,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,84.0202130721416,0.031118597434126517,0.06,50.0,0.65,0.85,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,89.89191222600166,0.05992794148400111,0.06,27.0,0.7,0.95,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,289.54658043322644,0.13787932401582212,0.06,72.0,0.6,0.85,0.9,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,243.4572622787545,0.11593202965654976,0.06,50.0,0.65,0.95,0.9,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,131.46692163052745,0.07303717868362636,0.06,45.0,0.65,0.95,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,124.47438973650607,0.05186432905687753,0.06,50.0,0.65,0.9,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,127.71072386965524,0.04730026809987231,0.06,72.0,0.65,0.95,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,86.86397412996794,0.03619332255415331,0.06,63.0,0.6,0.85,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,129.82284586744666,0.06182040279402222,0.06,45.0,0.6,0.98,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,22.709535720253058,0.007569845240084352,0.06,36.0,0.7,0.9,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,258.32096881787857,0.09567443289551059,0.06,45.0,0.65,0.98,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,22.40539015257109,0.008298292649100404,0.06,45.0,0.65,0.85,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,136.33606687610256,0.09089071125073504,0.06,63.0,0.65,0.95,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,96.51552681107549,0.08042960567589624,0.06,72.0,0.7,0.85,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,13.777118336953523,0.011480931947461269,0.06,54.0,0.65,0.98,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,19.176941274880352,0.007990392197866814,0.06,36.0,0.7,0.95,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,47.902926909908786,0.03193528460660586,0.06,45.0,0.7,0.9,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,16.85473354237531,0.011236489028250207,0.06,45.0,0.7,0.95,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,27.587354746832407,0.01532630819268467,0.06,63.0,0.7,0.98,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,13.869037886297406,0.005778765785957252,0.06,27.0,0.6,0.95,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,125.47018485439813,0.04647043883496227,0.06,36.0,0.65,0.85,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,102.54774723676769,0.0341825824122559,0.06,27.0,0.6,0.85,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,256.8340349314334,0.09512371664127163,0.06,50.0,0.6,0.95,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,194.73426880116995,0.08113927866715415,0.06,63.0,0.7,0.98,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,289.54658043322644,0.10723947423452831,0.06,63.0,0.6,0.85,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,73.90737294671644,0.027373101091376455,0.06,45.0,0.6,0.9,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,68.88559168476762,0.022961863894922538,0.06,36.0,0.65,0.98,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,108.18570488953885,0.07212380325969257,0.06,63.0,0.7,0.98,0.8,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,189.7868342335434,0.07907784759730975,0.06,72.0,0.65,0.9,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,145.62489780612276,0.05393514733560102,0.06,36.0,0.6,0.95,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,144.77329021661322,0.06893966200791106,0.06,36.0,0.6,0.85,0.9,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,136.7303296490236,0.07596129424945755,0.06,72.0,0.7,0.85,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,191.76941274880352,0.15980784395733627,0.06,72.0,0.7,0.95,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,110.34941898732963,0.05254734237491887,0.06,72.0,0.7,0.98,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,153.28936611170815,0.05677383930063265,0.06,45.0,0.6,0.9,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,137.96042950053732,0.05109645537056937,0.06,72.0,0.7,0.9,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,197.82528894087105,0.16485440745072588,0.06,72.0,0.7,0.98,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,175.72855021624386,0.0976269723423577,0.06,50.0,0.65,0.9,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,268.2563906954892,0.0894187968984964,0.06,54.0,0.7,0.9,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,85.45645603063976,0.05697097068709317,0.06,45.0,0.6,0.85,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,48.28615032518807,0.017883759379699285,0.06,27.0,0.6,0.98,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,101.34130315162926,0.048257763405537744,0.06,36.0,0.6,0.9,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,23.371897178760438,0.012984387321533578,0.06,63.0,0.65,0.95,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,41.880844669805974,0.01551142395177999,0.06,27.0,0.6,0.85,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,85.38943135924318,0.07115785946603598,0.06,63.0,0.65,0.98,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,166.9421227054317,0.11129474847028781,0.06,54.0,0.65,0.95,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,61.315746444683256,0.03406430358037959,0.06,63.0,0.6,0.9,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,17.579613812017318,0.006510968078524933,0.06,36.0,0.6,0.85,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,146.44045851353656,0.0976269723423577,0.06,50.0,0.65,0.9,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,51.66419376357572,0.028702329868653176,0.06,27.0,0.65,0.98,0.8,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,35.15922762403464,0.029299356353362203,0.06,54.0,0.6,0.85,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,81.32326796118396,0.03388469498382665,0.06,50.0,0.65,0.98,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,125.84867711640237,0.05992794148400113,0.06,63.0,0.6,0.95,0.8,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,54.28998383122997,0.025852373252966653,0.06,45.0,0.6,0.85,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,22.472978056500416,0.012484987809166898,0.06,50.0,0.7,0.95,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,197.08632785791045,0.07299493624367054,0.06,36.0,0.6,0.9,0.9,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,99.69919870241304,0.04747580890591097,0.06,45.0,0.7,0.85,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,95.22290814842714,0.05290161563801508,0.06,54.0,0.65,0.85,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,15.896675004177142,0.010597783336118095,0.06,54.0,0.6,0.98,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,78.82101356237831,0.06568417796864859,0.06,27.0,0.7,0.98,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,90.83814288101223,0.07569845240084352,0.06,72.0,0.7,0.9,0.8,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,108.91509101944281,0.05186432905687753,0.06,50.0,0.65,0.9,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,209.74779519400388,0.09987990247333518,0.06,45.0,0.7,0.95,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,36.98410103012641,0.015410042095886005,0.06,27.0,0.6,0.95,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,148.94371421462267,0.04964790473820756,0.06,50.0,0.7,0.85,0.8,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,33.60808522885664,0.011202695076285546,0.06,54.0,0.65,0.85,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,13.139088523860696,0.0072994936243670535,0.06,36.0,0.6,0.9,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,22.709535720253058,0.015139690480168704,0.06,72.0,0.7,0.9,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,217.15993532491984,0.08042960567589624,0.06,36.0,0.7,0.85,0.9,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,147.813337812101,0.09854222520806732,0.06,45.0,0.65,0.95,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,165.5509383495531,0.07883378016645386,0.06,72.0,0.65,0.95,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,82.11930327412936,0.027373101091376455,0.06,27.0,0.6,0.9,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,80.9027210034015,0.03370946708475062,0.06,45.0,0.7,0.95,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,102.19291074113876,0.03406430358037959,0.06,27.0,0.6,0.9,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,16.545518881898655,0.006893966200791106,0.06,36.0,0.6,0.9,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,112.02695076285546,0.07468463384190364,0.06,72.0,0.65,0.9,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,262.7817704772139,0.14598987248734108,0.06,72.0,0.6,0.9,0.9,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,163.50865718582202,0.09083814288101223,0.06,72.0,0.6,0.9,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,333.8301750877199,0.13909590628654997,0.06,63.0,0.6,0.98,0.9,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,9.588470637440176,0.007990392197866814,0.06,36.0,0.7,0.95,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,15.951871792386086,0.013293226493655072,0.06,63.0,0.7,0.85,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,132.85078396348035,0.04920399406054828,0.06,36.0,0.65,0.9,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,66.77684908217269,0.055647374235143904,0.06,27.0,0.65,0.95,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,17.032151790189793,0.0056773839300632645,0.06,27.0,0.7,0.9,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,150.2479104348885,0.06260329601453687,0.06,54.0,0.65,0.95,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,252.06063921642482,0.09335579230237956,0.06,45.0,0.65,0.85,0.9,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,106.12239637791866,0.050534474465675557,0.06,50.0,0.6,0.95,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,237.23354279192927,0.0988473094966372,0.06,45.0,0.65,0.9,0.9,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,21.974517265021653,0.014649678176681101,0.06,27.0,0.6,0.85,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,229.93404916756222,0.12774113842642346,0.06,63.0,0.6,0.9,0.9,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,19.705253390594578,0.006568417796864859,0.06,27.0,0.7,0.98,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,70.95040214980847,0.059125335124840396,0.06,54.0,0.65,0.95,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,24.341783600146243,0.01622785573343083,0.06,63.0,0.7,0.98,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,289.5465804332265,0.10723947423452833,0.06,54.0,0.7,0.85,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,272.6721337522051,0.12984387321533578,0.06,63.0,0.65,0.95,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,108.57996766245992,0.06032220425692218,0.06,45.0,0.6,0.85,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,62.73509242719906,0.05227924368933255,0.06,36.0,0.65,0.85,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,76.64468305585406,0.06387056921321171,0.06,54.0,0.7,0.9,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,252.06063921642482,0.09335579230237956,0.06,45.0,0.65,0.9,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,204.26566520862536,0.08511069383692724,0.06,50.0,0.6,0.85,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,191.61170763963514,0.12774113842642343,0.06,54.0,0.7,0.9,0.9,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,122.08065147234251,0.08138710098156167,0.06,45.0,0.6,0.85,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,19.975980494667034,0.011097766941481686,0.06,50.0,0.7,0.95,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,195.32904235574802,0.08138710098156167,0.06,45.0,0.6,0.85,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,180.82467817251498,0.08610698960595951,0.06,72.0,0.65,0.98,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,224.05390152571096,0.09335579230237956,0.06,45.0,0.65,0.85,0.9,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,154.99258129072712,0.05166419376357571,0.06,72.0,0.65,0.98,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,88.56718930898691,0.03690299554541121,0.06,63.0,0.65,0.9,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,72.99493624367054,0.030414556768196058,0.06,50.0,0.6,0.9,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,6.812860716075917,0.0056773839300632645,0.06,27.0,0.7,0.9,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,124.16320376216481,0.06897955764564712,0.06,63.0,0.65,0.95,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,63.58670001670856,0.05298891668059047,0.06,36.0,0.7,0.9,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,253.15454944152097,0.1054810622673004,0.06,63.0,0.65,0.98,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,11.715236681082924,0.00976269723423577,0.06,50.0,0.65,0.9,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,100.82425568656991,0.03734231692095182,0.06,36.0,0.65,0.9,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,251.69735423280463,0.08389911807760154,0.06,54.0,0.7,0.95,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,319.0374358477217,0.1519225884989151,0.06,72.0,0.7,0.85,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,255.48227685284684,0.08516075895094895,0.06,72.0,0.7,0.9,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,31.793350008354285,0.02119556667223619,0.06,36.0,0.6,0.98,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,24.270816301020446,0.013483786833900249,0.06,54.0,0.7,0.95,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,141.90080429961694,0.059125335124840396,0.06,54.0,0.65,0.95,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,146.8234566358027,0.06991593173133462,0.06,63.0,0.7,0.95,0.8,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,180.96661277076652,0.0670246713965802,0.06,50.0,0.6,0.85,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,155.81264785840293,0.06492193660766789,0.06,45.0,0.65,0.95,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,103.40949301186659,0.043087288754944414,0.06,45.0,0.6,0.9,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,247.28161117608883,0.08242720372536294,0.06,36.0,0.7,0.98,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,46.36530209551665,0.038637751746263875,0.06,50.0,0.7,0.98,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,22.520289589250947,0.010723947423452831,0.06,63.0,0.6,0.85,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,89.89191222600166,0.029963970742000554,0.06,45.0,0.7,0.95,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,173.82848526703074,0.08277546917477654,0.06,54.0,0.65,0.95,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,17.221397921191905,0.0057404659737306345,0.06,27.0,0.65,0.98,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,114.00896604558291,0.04222554297984552,0.06,27.0,0.7,0.9,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,89.02138002339198,0.037092241676413326,0.06,54.0,0.7,0.98,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,43.914564699039346,0.03659547058253279,0.06,54.0,0.65,0.98,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,165.45518881898656,0.06127969956258761,0.06,72.0,0.6,0.85,0.8,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,31.296578914473738,0.014903132816416066,0.06,63.0,0.7,0.9,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,45.98680983351244,0.03832234152792703,0.06,27.0,0.6,0.9,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,228.01793209116585,0.08445108595969106,0.06,63.0,0.6,0.9,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,28.95465804332265,0.013787932401582213,0.06,27.0,0.6,0.85,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,31.528405424951327,0.01313683559372972,0.06,63.0,0.6,0.98,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,127.71072386965524,0.04730026809987231,0.06,72.0,0.65,0.95,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,65.14798059747595,0.02412888170276887,0.06,36.0,0.7,0.9,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,33.51233569829011,0.011170778566096702,0.06,50.0,0.7,0.85,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,23.525659660199647,0.013069810922333138,0.06,63.0,0.65,0.85,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,54.89320587379919,0.018297735291266395,0.06,27.0,0.65,0.98,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,165.17638871527805,0.07865542319775146,0.06,63.0,0.7,0.95,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,69.19311664764604,0.03294910316554573,0.06,50.0,0.65,0.9,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,28.46802513503151,0.01581556951946195,0.06,72.0,0.65,0.9,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,151.45998684535442,0.10097332456356961,0.06,63.0,0.7,0.98,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,75.12395521744425,0.06260329601453687,0.06,54.0,0.65,0.95,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,256.8340349314334,0.09512371664127163,0.06,50.0,0.6,0.95,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
